time,ch1,ch2,ch3,ch4
15.08.2017 19:50:33.638,5,2,61,38
15.08.2017 19:50:33.888,5,5,-275,25
15.08.2017 19:50:34.138,5,13,88,28
15.08.2017 19:50:34.388,-8,-18,66,32
15.08.2017 19:50:34.638,5,-12,-267,29
15.08.2017 19:50:34.888,5,5,10,25
15.08.2017 19:50:35.138,15,29,170,7
15.08.2017 19:50:35.388,-6,23,-247,50
15.08.2017 19:50:35.638,5,-9,-50,50
15.08.2017 19:50:35.888,-5,-16,158,36
15.08.2017 19:50:36.138,-7,36,-230,37
15.08.2017 19:50:36.388,5,-7,-84,36
15.08.2017 19:50:36.638,-6,-8,181,26
15.08.2017 19:50:36.861,-2,-33,-212,8
15.08.2017 19:50:37.111,1,36,-152,37
15.08.2017 19:50:37.361,-6,-10,194,27
15.08.2017 19:50:37.611,-18,-14,-122,31
15.08.2017 19:50:37.861,-5,7,-239,22
15.08.2017 19:50:38.111,5,3,213,14
15.08.2017 19:50:38.361,5,19,-66,-4
15.08.2017 19:50:38.611,-6,32,-257,18
15.08.2017 19:50:38.861,5,-19,172,5
15.08.2017 19:50:39.111,-17,14,-39,26
15.08.2017 19:50:39.361,5,-4,-277,20
15.08.2017 19:50:39.611,-6,-11,141,40
15.08.2017 19:50:39.861,-5,3,12,27
15.08.2017 19:50:40.111,-6,-14,-300,32
15.08.2017 19:50:40.361,-17,-19,93,14
15.08.2017 19:50:40.611,-18,-13,44,18
15.08.2017 19:50:40.864,6,-2,-277,22
15.08.2017 19:50:41.114,-8,-30,31,7
15.08.2017 19:50:41.364,-5,6,109,23
15.08.2017 19:50:41.614,-17,13,-258,38
15.08.2017 19:50:41.864,-4,-9,-22,63
15.08.2017 19:50:42.114,-10,50,188,23
15.08.2017 19:50:42.364,-6,-1,-212,41
15.08.2017 19:50:42.614,5,4,-117,25
15.08.2017 19:50:42.864,17,12,186,8
15.08.2017 19:50:43.114,-8,-14,-192,41
15.08.2017 19:50:43.364,5,-16,-187,21
15.08.2017 19:50:43.614,16,2,194,38
15.08.2017 19:50:43.864,-5,5,-128,48
15.08.2017 19:50:44.114,27,-2,-212,18
15.08.2017 19:50:44.364,5,-2,177,18
15.08.2017 19:50:44.614,-4,9,-69,23
15.08.2017 19:50:44.759,15,-13,-274,4
15.08.2017 19:50:45.009,-7,14,168,1
15.08.2017 19:50:45.259,16,14,-7,25
15.08.2017 19:50:45.509,-17,4,-270,36
15.08.2017 19:50:45.759,5,-8,125,59
15.08.2017 19:50:46.009,5,-4,58,32
15.08.2017 19:50:46.259,-17,-21,-302,27
15.08.2017 19:50:46.509,5,-5,37,9
15.08.2017 19:50:46.759,-15,6,123,23
15.08.2017 19:50:47.009,5,-14,-311,8
15.08.2017 19:50:47.259,-18,-2,-23,6
15.08.2017 19:50:47.509,-6,-11,140,40
15.08.2017 19:50:47.759,-16,-4,-239,32
15.08.2017 19:50:48.009,-17,-8,-105,37
15.08.2017 19:50:48.259,-6,-14,203,32
15.08.2017 19:50:48.509,-6,-2,-190,30
15.08.2017 19:50:49.110,-23,-14,255,38
15.08.2017 19:50:49.360,-5,0,-145,18
15.08.2017 19:50:49.610,-5,-1,-219,31
15.08.2017 19:50:49.860,-7,-5,194,32
15.08.2017 19:50:50.110,5,-2,-78,18
15.08.2017 19:50:50.360,-6,3,-281,25
15.08.2017 19:50:50.610,5,8,135,7
15.08.2017 19:50:50.860,5,2,14,17
15.08.2017 19:50:51.110,5,-2,-290,18
15.08.2017 19:50:51.360,5,3,83,14
15.08.2017 19:50:51.610,5,-13,99,41
15.08.2017 19:50:51.860,5,2,-275,28
15.08.2017 19:50:52.110,5,-12,32,52
15.08.2017 19:50:52.360,7,31,100,11
15.08.2017 19:50:52.610,14,-38,-249,37
15.08.2017 19:50:52.864,-4,5,-34,27
15.08.2017 19:50:53.114,4,5,183,8
15.08.2017 19:50:53.364,4,21,-249,29
15.08.2017 19:50:53.614,-5,-7,-95,38
15.08.2017 19:50:53.864,-6,14,169,49
15.08.2017 19:50:54.114,-6,-8,-214,49
15.08.2017 19:50:54.364,-7,-5,-153,44
15.08.2017 19:50:54.614,-5,2,185,28
15.08.2017 19:50:54.864,5,-20,-138,26
15.08.2017 19:50:55.114,-4,16,-199,-6
15.08.2017 19:50:55.364,3,-48,212,35
15.08.2017 19:50:55.614,-6,-22,-81,16
15.08.2017 19:50:55.864,-5,-6,-275,36
15.08.2017 19:50:56.114,-6,-3,178,19
15.08.2017 19:50:56.364,-6,10,-34,18
15.08.2017 19:50:56.614,-6,-1,-290,17
15.08.2017 19:50:56.864,-4,-36,119,15
15.08.2017 19:50:57.114,3,10,6,14
15.08.2017 19:50:57.364,-5,-3,-293,-2
15.08.2017 19:50:57.614,-6,-20,28,26
15.08.2017 19:50:58.114,-10,-28,-311,51
15.08.2017 19:50:58.364,-17,-20,-50,37
15.08.2017 19:50:58.614,5,4,168,25
15.08.2017 19:50:58.864,5,-11,-230,7
15.08.2017 19:50:59.114,4,18,-109,7
15.08.2017 19:50:59.364,-5,-27,179,25
15.08.2017 19:50:59.614,5,2,-203,15
15.08.2017 19:50:59.864,-5,-9,-167,50
15.08.2017 19:51:00.114,-6,14,202,37
15.08.2017 19:51:00.364,4,-18,-167,44
15.08.2017 19:51:00.614,-5,1,-221,40
15.08.2017 19:51:00.755,6,-3,185,33
15.08.2017 19:51:01.005,4,-29,-109,32
15.08.2017 19:51:01.255,5,-8,-281,25
15.08.2017 19:51:01.505,5,-13,154,29
15.08.2017 19:51:01.755,5,-1,7,31
15.08.2017 19:51:02.005,5,-14,-289,43
15.08.2017 19:51:02.255,5,14,94,14
15.08.2017 19:51:02.505,16,25,92,25
15.08.2017 19:51:02.755,7,-32,-296,35
15.08.2017 19:51:03.005,14,51,61,-5
15.08.2017 19:51:03.255,5,-16,149,21
15.08.2017 19:51:03.505,5,-16,-260,23
15.08.2017 19:51:03.755,-4,4,-64,17
15.08.2017 19:51:04.005,15,-26,153,41
15.08.2017 19:51:04.255,-18,-28,-221,32
15.08.2017 19:51:04.505,5,-9,-157,28
15.08.2017 19:51:04.864,-5,11,200,31
15.08.2017 19:51:05.114,-8,-41,-190,8
15.08.2017 19:51:05.364,-6,-13,-223,6
15.08.2017 19:51:05.614,-24,-14,168,25
15.08.2017 19:51:05.864,3,33,-100,15
15.08.2017 19:51:06.114,-6,-4,-255,55
15.08.2017 19:51:06.364,-17,-21,161,39
15.08.2017 19:51:06.614,-5,0,-16,18
15.08.2017 19:51:06.864,-15,5,-296,25
15.08.2017 19:51:07.114,-7,-44,123,25
15.08.2017 19:51:07.364,5,-7,36,14
15.08.2017 19:51:07.614,5,-35,-331,14
15.08.2017 19:51:07.864,-4,14,59,38
15.08.2017 19:51:08.114,4,-30,89,20
15.08.2017 19:51:08.364,6,14,-270,38
15.08.2017 19:51:08.614,3,5,-24,5
15.08.2017 19:51:08.981,4,29,-213,8
15.08.2017 19:51:09.231,5,8,-122,20
15.08.2017 19:51:09.481,5,-12,189,8
15.08.2017 19:51:09.731,5,4,-182,36
15.08.2017 19:51:09.981,5,-4,-176,43
15.08.2017 19:51:10.231,5,-19,191,37
15.08.2017 19:51:10.481,16,14,-115,38
15.08.2017 19:51:10.731,5,-1,-234,30
15.08.2017 19:51:10.981,5,-15,170,8
15.08.2017 19:51:11.231,5,3,-39,14
15.08.2017 19:51:11.481,5,4,-292,25
15.08.2017 19:51:11.731,5,1,143,40
15.08.2017 19:51:11.981,-8,18,54,44
15.08.2017 19:51:12.231,5,-9,-280,49
15.08.2017 19:51:12.481,-5,1,36,29
15.08.2017 19:51:12.759,-4,-18,81,17
15.08.2017 19:51:13.009,-9,7,-254,54
15.08.2017 19:51:13.509,-10,-27,170,25
15.08.2017 19:51:13.759,-16,0,-262,19
15.08.2017 19:51:14.009,5,-10,-81,27
15.08.2017 19:51:14.259,-7,-5,161,32
15.08.2017 19:51:14.509,-17,11,-179,16
15.08.2017 19:51:14.759,-5,-6,-169,14
15.08.2017 19:51:15.009,5,1,194,15
15.08.2017 19:51:15.259,-18,-5,-131,21
15.08.2017 19:51:15.509,16,1,-224,15
15.08.2017 19:51:15.759,6,-10,177,8
15.08.2017 19:51:16.009,-5,-4,-120,22
15.08.2017 19:51:16.259,-8,-10,-222,48
15.08.2017 19:51:16.509,5,-8,181,26
15.08.2017 19:51:16.872,-4,-5,-86,37
15.08.2017 19:51:17.122,3,-3,-267,3
15.08.2017 19:51:17.372,-6,-2,133,18
15.08.2017 19:51:17.622,-6,-10,-37,4
15.08.2017 19:51:17.872,6,-23,-266,32
15.08.2017 19:51:18.122,-19,-11,125,38
15.08.2017 19:51:18.372,5,-14,13,55
15.08.2017 19:51:18.622,5,-32,-313,50
15.08.2017 19:51:18.872,-11,-26,96,32
15.08.2017 19:51:19.122,2,-14,12,49
15.08.2017 19:51:19.372,16,-49,-311,32
15.08.2017 19:51:19.622,-5,-33,-5,31
15.08.2017 19:51:19.872,16,-29,80,14
15.08.2017 19:51:20.122,5,-37,-311,20
15.08.2017 19:51:20.372,5,-44,-59,41
15.08.2017 19:51:20.622,5,-38,104,32
15.08.2017 19:51:21.122,16,-65,-298,22
15.08.2017 19:51:21.372,16,-13,167,6
15.08.2017 19:51:21.622,5,43,-157,17
15.08.2017 19:51:21.872,5,106,-35,9
15.08.2017 19:51:22.122,4,102,338,29
15.08.2017 19:51:22.372,27,118,-37,30
15.08.2017 19:51:22.622,5,103,-72,25
15.08.2017 19:51:22.872,16,95,288,9
15.08.2017 19:51:23.122,-6,98,-33,-5
15.08.2017 19:51:23.372,5,99,-122,-5
15.08.2017 19:51:23.622,-17,78,262,16
15.08.2017 19:51:23.872,-22,41,-53,32
15.08.2017 19:51:24.122,-12,100,-178,11
15.08.2017 19:51:24.372,-40,57,228,61
15.08.2017 19:51:24.622,-38,65,16,63
15.08.2017 19:51:24.731,-25,73,-164,75
15.08.2017 19:51:24.981,-19,45,219,76
15.08.2017 19:51:25.231,-17,69,49,60
15.08.2017 19:51:25.481,-29,65,-200,31
15.08.2017 19:51:25.731,-27,66,185,28
15.08.2017 19:51:25.981,-19,69,126,3
15.08.2017 19:51:26.231,-5,65,-230,18
15.08.2017 19:51:26.731,27,58,148,-22
15.08.2017 19:51:26.981,15,76,-236,-5
15.08.2017 19:51:27.231,27,54,48,-27
15.08.2017 19:51:27.481,27,10,164,-8
15.08.2017 19:51:27.731,27,51,-204,-12
15.08.2017 19:51:27.981,15,-5,-51,7
15.08.2017 19:51:28.231,5,37,200,36
15.08.2017 19:51:28.481,16,9,-189,41
15.08.2017 19:51:28.758,-5,40,-99,44
15.08.2017 19:51:29.008,4,-6,218,44
15.08.2017 19:51:29.258,7,32,-152,63
15.08.2017 19:51:29.508,14,49,-164,11
15.08.2017 19:51:29.758,-5,-5,210,47
15.08.2017 19:51:30.008,-7,37,-83,36
15.08.2017 19:51:30.258,-17,3,-237,37
15.08.2017 19:51:30.508,-17,14,180,49
15.08.2017 19:51:30.758,-25,22,-9,41
15.08.2017 19:51:31.008,3,-28,-314,53
15.08.2017 19:51:31.258,5,10,124,30
15.08.2017 19:51:31.508,-5,2,35,28
15.08.2017 19:51:31.758,-5,-5,-293,34
15.08.2017 19:51:32.008,-19,-9,99,36
15.08.2017 19:51:32.258,-17,-9,83,26
15.08.2017 19:51:32.508,-6,14,-292,37
15.08.2017 19:51:32.754,-5,-12,35,42
15.08.2017 19:51:33.004,-9,45,149,14
15.08.2017 19:51:33.254,-5,-12,-273,8
15.08.2017 19:51:33.504,16,-17,-41,1
15.08.2017 19:51:33.754,5,-11,134,-26
15.08.2017 19:51:34.004,27,-24,-262,-21
15.08.2017 19:51:34.254,6,18,-68,-19
15.08.2017 19:51:34.504,14,-47,150,9
15.08.2017 19:51:34.754,-15,7,-182,1
15.08.2017 19:51:35.004,-6,-4,-155,8
15.08.2017 19:51:35.254,-6,1,205,5
15.08.2017 19:51:35.504,16,20,-111,19
15.08.2017 19:51:35.754,-5,-5,-223,46
15.08.2017 19:51:36.004,-8,52,217,56
15.08.2017 19:51:36.254,-16,0,-70,63
15.08.2017 19:51:36.504,-29,-1,-246,87
15.08.2017 19:51:36.754,-14,-10,148,63
15.08.2017 19:51:37.004,-26,-7,-63,49
15.08.2017 19:51:37.254,-10,-39,-286,77
15.08.2017 19:51:37.504,-16,-1,124,30
15.08.2017 19:51:37.754,16,-26,-11,23
15.08.2017 19:51:38.004,-7,-34,-320,14
15.08.2017 19:51:38.254,16,0,69,18
15.08.2017 19:51:38.504,16,-8,59,14
15.08.2017 19:51:38.754,5,5,-275,37
15.08.2017 19:51:39.004,15,41,67,8
15.08.2017 19:51:39.254,5,14,148,14
15.08.2017 19:51:39.504,5,20,-233,31
15.08.2017 19:51:40.004,27,47,196,26
15.08.2017 19:51:40.254,27,3,-237,26
15.08.2017 19:51:40.504,16,-14,-55,7
15.08.2017 19:51:40.754,7,31,151,22
15.08.2017 19:51:41.004,3,-23,-251,-4
15.08.2017 19:51:41.254,-5,-20,-124,6
15.08.2017 19:51:41.504,-6,-11,163,-6
15.08.2017 19:51:41.754,-17,-20,-203,3
15.08.2017 19:51:42.004,-18,-13,-201,18
15.08.2017 19:51:42.254,-6,-34,165,41
15.08.2017 19:51:42.504,-37,-20,-146,40
15.08.2017 19:51:42.754,-26,-28,-243,70
15.08.2017 19:51:43.004,-31,-24,196,87
15.08.2017 19:51:43.254,-41,-28,-86,56
15.08.2017 19:51:43.504,-29,-10,-257,50
15.08.2017 19:51:43.754,-26,-6,148,48
15.08.2017 19:51:44.004,-18,-14,-44,30
15.08.2017 19:51:44.254,-6,-2,-290,18
15.08.2017 19:51:44.504,16,-1,98,17
15.08.2017 19:51:44.754,18,-5,-2,40
15.08.2017 19:51:45.004,14,-2,-315,-7
15.08.2017 19:51:45.254,16,1,90,-15
15.08.2017 19:51:45.504,16,-1,66,-5
15.08.2017 19:51:45.754,16,-12,-290,-17
15.08.2017 19:51:46.004,16,-20,50,-8
15.08.2017 19:51:46.254,27,-4,103,-4
15.08.2017 19:51:46.504,16,-9,-280,26
15.08.2017 19:51:47.004,15,-11,124,38
15.08.2017 19:51:47.254,5,-6,-281,47
15.08.2017 19:51:47.504,6,-8,9,50
15.08.2017 19:51:47.754,-7,4,109,23
15.08.2017 19:51:48.004,4,5,-306,32
15.08.2017 19:51:48.254,-17,-20,-60,38
15.08.2017 19:51:48.504,-18,-25,146,42
15.08.2017 19:51:48.754,7,10,-263,32
15.08.2017 19:51:49.004,-8,-52,-62,68
15.08.2017 19:51:49.254,5,-20,158,37
15.08.2017 19:51:49.504,-6,-13,-212,30
15.08.2017 19:51:49.754,-17,-21,-114,27
15.08.2017 19:51:50.004,-30,6,184,-3
15.08.2017 19:51:50.254,-24,-22,-221,44
15.08.2017 19:51:50.504,-8,18,-132,20
15.08.2017 19:51:50.754,-5,-20,184,50
15.08.2017 19:51:51.004,-7,5,-197,46
15.08.2017 19:51:51.254,-7,-23,-239,39
15.08.2017 19:51:51.504,5,-28,166,13
15.08.2017 19:51:51.754,-5,3,-104,-14
15.08.2017 19:51:52.004,15,-49,-284,-7
15.08.2017 19:51:52.254,5,-35,155,-17
15.08.2017 19:51:52.504,16,-5,,-31
15.08.2017 19:51:52.864,5,-25,-293,-1
15.08.2017 19:51:53.114,5,-32,169,14
15.08.2017 19:51:53.364,16,9,-12,-5
15.08.2017 19:51:53.614,16,12,-291,16
15.08.2017 19:51:53.864,5,-27,115,36
15.08.2017 19:51:54.114,-8,17,43,32
15.08.2017 19:51:54.364,-17,-21,-302,39
15.08.2017 19:51:54.614,-16,11,49,63
15.08.2017 19:51:54.864,-26,5,105,69
15.08.2017 19:51:55.114,-20,-41,-294,93
15.08.2017 19:51:55.364,-4,16,-15,58
15.08.2017 19:51:55.614,4,-39,121,67
15.08.2017 19:51:55.864,-15,-16,-244,36
15.08.2017 19:51:56.114,5,-32,-115,25
15.08.2017 19:51:56.364,5,-16,183,9
15.08.2017 19:51:56.614,16,7,-210,9
15.08.2017 19:51:56.758,7,-58,-164,30
15.08.2017 19:51:57.008,4,41,205,20
15.08.2017 19:51:57.258,5,-14,-189,30
15.08.2017 19:51:57.508,16,-22,-191,28
15.08.2017 19:51:57.758,16,-4,204,22
15.08.2017 19:51:58.008,17,-3,-149,3
15.08.2017 19:51:58.258,14,-23,-239,22
15.08.2017 19:51:58.508,5,-13,155,6
15.08.2017 19:51:58.758,-5,3,-41,5
15.08.2017 19:51:59.008,-6,-7,-270,25
15.08.2017 19:51:59.258,5,-4,147,20
15.08.2017 19:51:59.508,5,2,17,-8
15.08.2017 19:51:59.758,16,-21,-317,6
15.08.2017 19:52:00.008,-8,30,112,7
15.08.2017 19:52:00.258,-16,-32,38,7
15.08.2017 19:52:00.508,-6,-30,-324,14
15.08.2017 19:52:01.004,-25,7,95,67
15.08.2017 19:52:01.254,-28,-26,-303,56
15.08.2017 19:52:01.504,-40,-33,-36,62
15.08.2017 19:52:01.754,-27,-36,129,67
15.08.2017 19:52:02.004,-8,-30,-271,32
15.08.2017 19:52:02.254,-16,-11,-123,52
15.08.2017 19:52:02.504,-6,-19,169,25
15.08.2017 19:52:02.754,-5,-9,-206,41
15.08.2017 19:52:03.004,5,6,-142,22
15.08.2017 19:52:03.254,-8,44,222,17
15.08.2017 19:52:03.504,5,-11,-136,16
15.08.2017 19:52:03.754,27,17,-203,-9
15.08.2017 19:52:04.004,27,-14,201,-5
15.08.2017 19:52:04.254,27,-14,-112,-7
15.08.2017 19:52:04.504,27,-11,-241,-4
15.08.2017 19:52:04.863,27,9,182,22
15.08.2017 19:52:05.113,27,-21,-70,14
15.08.2017 19:52:05.363,5,-16,-300,32
15.08.2017 19:52:05.613,16,-2,145,41
15.08.2017 19:52:05.863,-12,5,-8,59
15.08.2017 19:52:06.113,3,-27,-323,-1
15.08.2017 19:52:06.363,5,-10,84,50
15.08.2017 19:52:06.613,-18,-5,59,32
15.08.2017 19:52:06.863,-5,-24,-319,34
15.08.2017 19:52:07.113,-20,-29,77,56
15.08.2017 19:52:07.363,-16,-22,69,51
15.08.2017 19:52:07.613,-6,-22,-312,40
15.08.2017 19:52:07.863,-27,-14,32,32
15.08.2017 19:52:08.113,-29,-26,102,20
15.08.2017 19:52:08.363,-17,-8,-292,26
15.08.2017 19:52:08.613,-4,-4,-5,25
15.08.2017 19:52:09.109,-21,1,-257,24
15.08.2017 19:52:09.359,-5,-10,-135,51
15.08.2017 19:52:09.609,-6,-8,179,25
15.08.2017 19:52:09.859,-17,-21,-192,27
15.08.2017 19:52:10.109,-6,-13,-157,18
15.08.2017 19:52:10.359,5,-31,181,-8
15.08.2017 19:52:10.609,16,-25,-177,-28
15.08.2017 19:52:10.859,5,-9,-221,-17
15.08.2017 19:52:11.109,5,-35,177,-5
15.08.2017 19:52:11.359,17,1,-132,21
15.08.2017 19:52:11.609,14,-14,-275,-2
15.08.2017 19:52:11.859,16,-7,170,26
15.08.2017 19:52:12.109,5,-2,-57,18
15.08.2017 19:52:12.359,-6,3,-269,14
15.08.2017 19:52:12.609,-18,8,135,54
15.08.2017 19:52:12.754,-4,-3,4,35
15.08.2017 19:52:13.004,4,-10,-281,85
15.08.2017 19:52:13.254,-8,-26,107,77
15.08.2017 19:52:13.504,-4,5,47,69
15.08.2017 19:52:13.754,-7,-11,-275,61
15.08.2017 19:52:14.004,-17,-8,27,26
15.08.2017 19:52:14.254,-7,-16,104,32
15.08.2017 19:52:14.504,-5,-10,-284,17
15.08.2017 19:52:14.754,5,-20,-39,14
15.08.2017 19:52:15.004,5,1,129,16
15.08.2017 19:52:15.254,-7,-16,-266,44
15.08.2017 19:52:15.504,-6,-23,-134,41
15.08.2017 19:52:15.754,6,-5,176,24
15.08.2017 19:52:16.004,16,-24,-200,30
15.08.2017 19:52:16.504,3,-32,207,19
15.08.2017 19:52:16.758,-4,15,-158,-6
15.08.2017 19:52:17.008,3,-26,-172,-10
15.08.2017 19:52:17.258,5,1,186,29
15.08.2017 19:52:17.508,16,10,-113,6
15.08.2017 19:52:17.758,16,-4,-239,-2
15.08.2017 19:52:18.008,-6,7,170,20
15.08.2017 19:52:18.258,-6,-19,-61,3
15.08.2017 19:52:18.508,-28,-19,-302,3
15.08.2017 19:52:18.758,-16,-11,134,7
15.08.2017 19:52:19.008,-5,-17,-22,26
15.08.2017 19:52:19.258,-32,-41,-329,68
15.08.2017 19:52:19.508,-28,-21,72,73
15.08.2017 19:52:19.758,-27,-21,47,73
15.08.2017 19:52:20.008,-20,-30,-283,44
15.08.2017 19:52:20.258,-17,3,28,49
15.08.2017 19:52:20.508,-16,-21,101,51
15.08.2017 19:52:20.758,-15,-35,-298,45
15.08.2017 19:52:21.008,-8,53,19,7
15.08.2017 19:52:21.258,-6,-8,148,37
15.08.2017 19:52:21.508,16,-14,-266,42
15.08.2017 19:52:22.008,27,-1,152,36
15.08.2017 19:52:22.258,27,2,-188,6
15.08.2017 19:52:22.508,27,4,-139,-21
15.08.2017 19:52:22.758,27,21,200,-4
15.08.2017 19:52:23.008,5,-4,-143,-4
15.08.2017 19:52:23.258,16,-8,-193,14
15.08.2017 19:52:23.508,5,25,224,25
15.08.2017 19:52:23.758,16,-9,-114,50
15.08.2017 19:52:24.008,4,43,-227,29
15.08.2017 19:52:24.258,5,-5,161,44
15.08.2017 19:52:24.508,5,-9,-50,28
15.08.2017 19:52:24.754,-5,-21,-289,31
15.08.2017 19:52:25.004,-20,-41,148,32
15.08.2017 19:52:25.254,-18,-35,-45,30
15.08.2017 19:52:25.504,-17,-21,-302,39
15.08.2017 19:52:25.754,-26,-16,95,47
15.08.2017 19:52:26.004,-32,-41,32,32
15.08.2017 19:52:26.254,-6,-10,-291,27
15.08.2017 19:52:26.504,-16,-21,15,41
15.08.2017 19:52:26.754,-13,0,86,44
15.08.2017 19:52:27.004,-23,8,-297,1
15.08.2017 19:52:27.254,-17,14,-7,36
15.08.2017 19:52:27.504,-17,5,154,35
15.08.2017 19:52:27.754,-16,-10,-263,41
15.08.2017 19:52:28.004,-8,-29,-74,43
15.08.2017 19:52:28.254,5,-14,169,8
15.08.2017 19:52:28.504,5,-8,-211,-17
15.08.2017 19:52:29.008,15,-41,147,-17
15.08.2017 19:52:29.258,27,-26,-177,-4
15.08.2017 19:52:29.508,6,8,-180,3
15.08.2017 19:52:29.758,15,-30,171,8
15.08.2017 19:52:30.008,16,19,-99,19
15.08.2017 19:52:30.258,-6,3,-248,26
15.08.2017 19:52:30.508,5,2,194,38
15.08.2017 19:52:30.758,5,-12,-48,41
15.08.2017 19:52:31.008,-20,-18,-283,57
15.08.2017 19:52:31.258,5,15,137,59
15.08.2017 19:52:31.508,-18,-13,11,53
15.08.2017 19:52:31.758,-15,16,-286,68
15.08.2017 19:52:32.008,-20,-18,77,68
15.08.2017 19:52:32.258,-14,11,89,42
15.08.2017 19:52:32.508,15,-32,-317,23
15.08.2017 19:52:32.730,-5,-10,26,29
15.08.2017 19:52:32.980,4,9,107,5
15.08.2017 19:52:33.230,-5,-13,-273,31
15.08.2017 19:52:33.480,5,-16,-64,23
15.08.2017 19:52:33.730,5,-2,155,41
15.08.2017 19:52:33.980,-6,-3,-222,41
15.08.2017 19:52:34.230,-6,-24,-122,18
15.08.2017 19:52:34.480,-5,-9,174,17
15.08.2017 19:52:34.730,5,-8,-203,14
15.08.2017 19:52:34.980,-6,-14,-156,-5
15.08.2017 19:52:35.230,5,-13,166,-5
15.08.2017 19:52:35.480,5,-22,-147,16
15.08.2017 19:52:35.730,5,5,-212,14
15.08.2017 19:52:35.980,4,5,183,-5
15.08.2017 19:52:36.230,-5,0,-81,7
15.08.2017 19:52:36.480,-17,3,-248,3
15.08.2017 19:52:36.758,6,-12,161,0
15.08.2017 19:52:37.008,-8,5,-50,20
15.08.2017 19:52:37.258,-4,-25,-291,14
15.08.2017 19:52:37.508,-22,-21,209,71
15.08.2017 19:52:37.758,-5,-25,-13,67
15.08.2017 19:52:38.008,-28,-9,-313,50
15.08.2017 19:52:38.258,-6,-14,102,54
15.08.2017 19:52:38.508,-27,-12,28,64
15.08.2017 19:52:38.758,-26,-17,-285,59
15.08.2017 19:52:39.008,-7,0,46,26
15.08.2017 19:52:39.258,-6,-3,90,42
15.08.2017 19:52:39.508,-5,-12,-273,31
15.08.2017 19:52:39.758,5,-7,-8,47
15.08.2017 19:52:40.008,27,15,127,25
15.08.2017 19:52:40.258,15,-18,-237,32
15.08.2017 19:52:40.508,16,4,-61,3
15.08.2017 19:52:41.113,27,-11,-186,-25
15.08.2017 19:52:41.363,16,14,-138,-8
15.08.2017 19:52:41.613,27,12,207,18
15.08.2017 19:52:41.863,27,11,-168,28
15.08.2017 19:52:42.113,16,21,-190,30
15.08.2017 19:52:42.363,5,-8,192,37
15.08.2017 19:52:42.613,-6,-3,-88,42
15.08.2017 19:52:43.113,-23,-17,137,40
15.08.2017 19:52:43.363,-17,-23,-13,29
15.08.2017 19:52:43.613,-28,-31,-302,25
15.08.2017 19:52:43.863,-14,-8,82,40
15.08.2017 19:52:44.113,-9,-15,56,28
15.08.2017 19:52:44.363,-27,-22,-305,52
15.08.2017 19:52:44.613,-16,-21,69,41
15.08.2017 19:52:44.754,-16,-21,58,29
15.08.2017 19:52:45.004,-19,25,-286,13
15.08.2017 19:52:45.254,-31,10,-32,41
15.08.2017 19:52:45.504,-16,-10,164,40
15.08.2017 19:52:45.754,-6,-7,-248,36
15.08.2017 19:52:46.004,5,-10,-92,50
15.08.2017 19:52:46.254,-7,-5,194,32
