time,ch1,ch2,ch3,ch4
15.08.2017 19:37:45.751,5,-8,-138,3
15.08.2017 19:37:46.001,16,-14,180,19
15.08.2017 19:37:46.251,5,-12,-144,8
15.08.2017 19:37:46.501,16,-8,-214,3
15.08.2017 19:37:46.751,-5,5,200,4
15.08.2017 19:37:47.001,16,-14,-100,7
15.08.2017 19:37:47.251,4,33,-239,-8
15.08.2017 19:37:47.501,5,18,183,32
15.08.2017 19:37:47.751,-15,-12,-48,-1
15.08.2017 19:37:48.001,-7,0,-274,50
15.08.2017 19:37:48.251,5,1,133,41
15.08.2017 19:37:48.501,-6,-13,21,52
15.08.2017 19:37:49.005,-8,-29,65,56
15.08.2017 19:37:49.255,-18,-35,88,18
15.08.2017 19:37:49.505,-28,4,-270,25
15.08.2017 19:37:50.005,-10,-53,98,26
15.08.2017 19:37:50.255,-6,3,-226,25
15.08.2017 19:37:50.505,-6,13,-104,50
15.08.2017 19:37:50.755,-16,-11,177,41
15.08.2017 19:37:51.005,-18,30,-176,32
15.08.2017 19:37:51.255,-6,-6,-150,24
15.08.2017 19:37:51.505,-6,-13,199,41
15.08.2017 19:37:51.755,-5,14,-147,16
15.08.2017 19:37:52.005,4,-29,-225,32
15.08.2017 19:37:52.255,5,-9,170,26
15.08.2017 19:37:52.505,17,25,-55,27
15.08.2017 19:37:52.755,5,-11,-257,16
15.08.2017 19:37:53.005,15,-18,159,-5
15.08.2017 19:37:53.255,16,5,3,-10
15.08.2017 19:37:53.505,16,5,-292,2
15.08.2017 19:37:53.755,5,-1,113,-4
15.08.2017 19:37:54.005,-7,17,71,9
15.08.2017 19:37:54.255,-7,6,-288,44
15.08.2017 19:37:54.505,5,-12,65,41
15.08.2017 19:37:54.755,-5,5,95,48
15.08.2017 19:37:55.005,-6,-14,-278,41
15.08.2017 19:37:55.505,-23,-27,146,51
15.08.2017 19:37:55.755,-37,-6,-244,36
15.08.2017 19:37:56.005,4,-6,-108,20
15.08.2017 19:37:56.255,-17,1,184,39
15.08.2017 19:37:56.505,-5,-11,-188,51
15.08.2017 19:37:56.751,-5,-23,-163,43
15.08.2017 19:37:57.001,-8,17,205,20
15.08.2017 19:37:57.251,-6,-1,-146,29
15.08.2017 19:37:57.501,5,-18,-211,5
15.08.2017 19:37:57.751,-5,-11,187,-4
15.08.2017 19:37:58.001,-7,3,-105,24
15.08.2017 19:37:58.251,4,-24,-250,15
15.08.2017 19:37:58.501,-5,1,186,29
15.08.2017 19:37:59.001,5,-11,-285,14
15.08.2017 19:37:59.251,16,9,144,6
15.08.2017 19:37:59.501,-6,10,22,18
15.08.2017 19:37:59.751,5,3,-285,5
15.08.2017 19:38:00.001,5,8,102,20
15.08.2017 19:38:00.251,-5,-12,56,10
15.08.2017 19:38:00.501,15,3,-282,47
15.08.2017 19:38:01.005,4,-22,142,48
15.08.2017 19:38:01.255,-6,-18,-281,24
15.08.2017 19:38:01.505,-16,-21,-28,40
15.08.2017 19:38:01.755,-5,-14,128,32
15.08.2017 19:38:02.005,-7,-12,-274,14
15.08.2017 19:38:02.255,-16,-21,-81,51
15.08.2017 19:38:02.505,-7,-1,149,63
15.08.2017 19:38:02.755,-26,-7,-201,59
15.08.2017 19:38:03.255,-10,23,168,24
15.08.2017 19:38:03.505,5,-7,-117,36
15.08.2017 19:38:03.755,5,0,-230,-5
15.08.2017 19:38:04.005,4,-26,212,17
15.08.2017 19:38:04.255,5,10,-69,8
15.08.2017 19:38:04.505,5,-8,-258,3
15.08.2017 19:38:04.755,6,-3,152,12
15.08.2017 19:38:05.005,15,2,1,-1
15.08.2017 19:38:05.255,16,-1,-301,5
15.08.2017 19:38:05.505,16,-23,120,11
15.08.2017 19:38:05.755,-3,-7,5,30
15.08.2017 19:38:06.005,2,19,-334,-11
15.08.2017 19:38:06.255,-5,-6,57,13
15.08.2017 19:38:06.505,-7,-22,102,50
15.08.2017 19:38:06.755,-5,-6,-265,48
15.08.2017 19:38:07.005,-18,-24,-44,53
15.08.2017 19:38:07.255,-17,-21,172,39
15.08.2017 19:38:07.505,-17,-12,-223,29
15.08.2017 19:38:07.755,-5,-13,-120,23
15.08.2017 19:38:08.005,4,11,208,15
15.08.2017 19:38:08.255,-6,9,-189,6
15.08.2017 19:38:08.505,-6,10,-201,41
15.08.2017 19:38:08.755,-14,-32,205,45
15.08.2017 19:38:09.005,-9,21,-159,41
15.08.2017 19:38:09.255,-5,-3,-239,43
15.08.2017 19:38:09.505,-6,-10,184,39
15.08.2017 19:38:09.755,-5,3,-51,27
15.08.2017 19:38:10.005,15,-41,-283,32
15.08.2017 19:38:10.255,-5,5,137,14
15.08.2017 19:38:10.505,-6,-21,17,26
15.08.2017 19:38:11.005,14,-25,162,7
15.08.2017 19:38:11.255,16,-19,56,16
15.08.2017 19:38:11.505,5,46,-297,3
15.08.2017 19:38:11.755,5,-7,32,-18
15.08.2017 19:38:12.005,5,-2,122,6
15.08.2017 19:38:12.255,5,-8,-280,14
15.08.2017 19:38:12.505,16,-14,-55,19
15.08.2017 19:38:12.759,6,18,166,24
15.08.2017 19:38:13.009,-9,-56,-253,57
15.08.2017 19:38:13.259,-16,2,-157,50
15.08.2017 19:38:13.509,-4,22,220,32
15.08.2017 19:38:13.759,-32,-33,-199,59
15.08.2017 19:38:14.009,-7,-28,-221,22
15.08.2017 19:38:14.259,-6,-8,192,26
15.08.2017 19:38:14.509,-6,3,-94,25
15.08.2017 19:38:14.759,-16,-22,-263,63
15.08.2017 19:38:15.009,-8,29,194,44
15.08.2017 19:38:15.259,-17,-23,-36,28
15.08.2017 19:38:15.509,5,-9,-284,17
15.08.2017 19:38:15.759,-6,-31,114,26
15.08.2017 19:38:16.009,-6,-8,16,3
15.08.2017 19:38:16.509,-10,-52,47,25
15.08.2017 19:38:16.727,6,15,87,26
15.08.2017 19:38:16.977,15,-14,-267,14
15.08.2017 19:38:17.227,16,14,-6,26
15.08.2017 19:38:17.477,16,0,145,18
15.08.2017 19:38:17.727,5,5,-238,13
15.08.2017 19:38:17.977,-6,24,-72,3
15.08.2017 19:38:18.227,5,2,194,27
15.08.2017 19:38:18.477,5,1,-220,6
15.08.2017 19:38:18.727,16,-20,-138,38
15.08.2017 19:38:18.977,-8,-29,182,56
15.08.2017 19:38:19.227,5,-9,-125,17
15.08.2017 19:38:19.477,-18,-23,-246,29
15.08.2017 19:38:19.727,-5,7,196,34
15.08.2017 19:38:19.977,-7,-32,-105,24
15.08.2017 19:38:20.227,-19,11,-274,15
15.08.2017 19:38:20.477,-5,-10,154,41
15.08.2017 19:38:21.005,-9,47,-268,50
15.08.2017 19:38:21.255,-14,-32,86,52
15.08.2017 19:38:21.505,4,27,82,71
15.08.2017 19:38:21.755,-5,3,-285,16
15.08.2017 19:38:22.005,5,-26,58,32
15.08.2017 19:38:22.255,-6,3,114,3
15.08.2017 19:38:22.505,-6,-13,-301,-5
15.08.2017 19:38:22.755,16,-1,6,7
15.08.2017 19:38:23.005,16,-13,132,6
15.08.2017 19:38:23.255,5,-7,-248,24
15.08.2017 19:38:23.505,16,-3,-99,-5
15.08.2017 19:38:23.755,5,2,194,5
15.08.2017 19:38:24.255,-10,27,-106,-5
15.08.2017 19:38:24.505,-6,4,202,25
15.08.2017 19:38:24.755,-5,-14,-172,23
15.08.2017 19:38:25.005,4,5,-167,57
15.08.2017 19:38:25.255,-5,-6,199,58
15.08.2017 19:38:25.505,-7,-31,-117,23
15.08.2017 19:38:25.755,-5,-6,-233,36
15.08.2017 19:38:26.005,-18,-2,156,30
15.08.2017 19:38:26.255,5,-13,-56,6
15.08.2017 19:38:26.505,-6,-1,-290,17
15.08.2017 19:38:26.755,-22,1,161,63
15.08.2017 19:38:27.005,-10,1,-7,9
15.08.2017 19:38:27.255,-6,0,-290,51
15.08.2017 19:38:27.505,-6,-1,43,52
15.08.2017 19:38:27.755,-5,-3,111,23
15.08.2017 19:38:28.005,-7,11,-250,51
15.08.2017 19:38:28.255,5,-10,-15,27
15.08.2017 19:38:28.505,-6,6,171,9
15.08.2017 19:38:28.751,6,18,-241,23
15.08.2017 19:38:29.001,-7,-13,-56,15
15.08.2017 19:38:29.251,16,-12,186,17
15.08.2017 19:38:29.501,16,12,-213,28
15.08.2017 19:38:29.751,16,-2,-167,6
15.08.2017 19:38:30.001,5,2,203,4
15.08.2017 19:38:30.251,16,-4,-122,8
15.08.2017 19:38:30.501,-5,-1,-230,-4
15.08.2017 19:38:31.001,-8,-17,-74,43
15.08.2017 19:38:31.251,-6,-2,-257,41
15.08.2017 19:38:31.501,-6,-2,188,41
15.08.2017 19:38:32.001,-10,-28,-273,39
15.08.2017 19:38:32.251,-6,3,104,37
15.08.2017 19:38:32.501,-6,13,50,27
15.08.2017 19:38:32.731,-14,-15,-270,37
15.08.2017 19:38:32.981,-22,25,30,35
15.08.2017 19:38:33.231,-15,3,119,50
15.08.2017 19:38:33.481,-6,-8,-270,37
15.08.2017 19:38:33.731,-5,-11,-27,30
15.08.2017 19:38:33.981,4,-37,165,41
15.08.2017 19:38:34.231,5,-11,-212,16
15.08.2017 19:38:34.481,-3,18,-110,-6
15.08.2017 19:38:34.731,4,-41,194,20
15.08.2017 19:38:34.981,4,-3,-181,17
15.08.2017 19:38:35.231,5,23,-169,16
15.08.2017 19:38:35.481,5,14,203,25
15.08.2017 19:38:35.731,5,0,-113,18
15.08.2017 19:38:35.981,15,9,-249,29
15.08.2017 19:38:36.231,-5,10,188,7
15.08.2017 19:38:36.481,5,3,-50,14
15.08.2017 19:38:36.758,16,8,-246,12
15.08.2017 19:38:37.008,4,-22,141,35
15.08.2017 19:38:37.508,3,-46,-288,59
15.08.2017 19:38:37.758,-5,0,91,29
15.08.2017 19:38:38.008,5,-14,89,30
15.08.2017 19:38:38.258,-6,7,-289,20
15.08.2017 19:38:38.508,5,3,37,25
15.08.2017 19:38:38.758,-15,-17,95,37
15.08.2017 19:38:39.008,-20,29,-283,44
15.08.2017 19:38:39.258,-17,-19,-50,59
15.08.2017 19:38:39.508,-16,-11,167,52
15.08.2017 19:38:39.758,-6,-8,-237,49
15.08.2017 19:38:40.008,-6,-14,-132,43
15.08.2017 19:38:40.258,-6,-14,200,18
15.08.2017 19:38:40.508,-6,-1,-146,6
15.08.2017 19:38:40.754,7,13,-174,9
15.08.2017 19:38:41.004,3,-9,209,-5
15.08.2017 19:38:41.254,16,-3,-99,21
15.08.2017 19:38:41.504,16,33,-235,5
15.08.2017 19:38:41.754,16,-8,183,16
15.08.2017 19:38:42.004,-8,18,-16,19
15.08.2017 19:38:42.254,7,-18,-264,-1
15.08.2017 19:38:42.504,4,18,170,20
15.08.2017 19:38:42.754,5,7,10,10
15.08.2017 19:38:43.004,4,-30,-329,32
15.08.2017 19:38:43.254,5,-6,78,46
15.08.2017 19:38:43.504,-16,-11,91,41
15.08.2017 19:38:43.754,-5,2,-275,50
15.08.2017 19:38:44.004,-20,-18,20,20
15.08.2017 19:38:44.254,-5,-3,121,33
15.08.2017 19:38:44.504,4,18,-237,7
15.08.2017 19:38:44.751,-14,-32,-69,34
15.08.2017 19:38:45.251,3,54,-217,31
15.08.2017 19:38:45.501,-6,-8,-116,49
15.08.2017 19:38:45.751,-5,0,208,51
15.08.2017 19:38:46.001,5,-16,-198,44
15.08.2017 19:38:46.251,-6,-8,-182,37
15.08.2017 19:38:46.501,-6,-3,201,19
15.08.2017 19:38:46.751,-5,6,-108,24
15.08.2017 19:38:47.001,4,-13,-239,4
15.08.2017 19:38:47.251,5,8,192,20
15.08.2017 19:38:47.501,16,2,-40,40
15.08.2017 19:38:47.751,7,17,-247,25
15.08.2017 19:38:48.001,1,23,181,-3
15.08.2017 19:38:48.251,16,1,40,4
15.08.2017 19:38:48.501,-5,12,-284,6
15.08.2017 19:38:48.754,6,-23,98,0
15.08.2017 19:38:49.004,15,5,90,20
15.08.2017 19:38:49.254,5,-1,-290,5
15.08.2017 19:38:49.504,-6,-13,21,41
15.08.2017 19:38:49.754,-5,6,144,57
15.08.2017 19:38:50.004,-6,-14,-289,32
15.08.2017 19:38:50.254,-6,-10,-49,39
15.08.2017 19:38:50.504,-17,5,165,34
15.08.2017 19:38:50.754,-5,5,-223,36
15.08.2017 19:38:51.004,-21,21,-112,15
15.08.2017 19:38:51.254,-16,-9,184,39
15.08.2017 19:38:51.504,-17,12,-147,50
15.08.2017 19:38:51.754,-5,-14,-203,45
15.08.2017 19:38:52.004,-8,-18,218,57
15.08.2017 19:38:52.254,-6,-14,-88,8
15.08.2017 19:38:52.504,-6,2,-269,26
15.08.2017 19:38:53.004,2,-14,-27,22
15.08.2017 19:38:53.254,5,-6,-281,13
15.08.2017 19:38:53.504,16,8,102,19
15.08.2017 19:38:53.754,16,2,67,28
15.08.2017 19:38:54.004,-6,10,-267,30
15.08.2017 19:38:54.254,16,14,38,26
15.08.2017 19:38:54.504,5,8,146,19
15.08.2017 19:38:54.754,6,1,-268,-3
15.08.2017 19:38:55.004,15,-5,-2,30
15.08.2017 19:38:55.254,5,3,172,16
15.08.2017 19:38:55.504,6,8,-241,13
15.08.2017 19:38:55.754,-19,-3,-89,53
15.08.2017 19:38:56.004,-8,-18,206,20
15.08.2017 19:38:56.254,5,-10,-167,29
15.08.2017 19:38:56.504,5,4,-193,25
15.08.2017 19:38:56.750,-26,-5,197,35
15.08.2017 19:38:57.000,-9,17,-132,19
15.08.2017 19:38:57.250,-15,-5,-266,47
15.08.2017 19:38:57.500,-19,-8,200,59
15.08.2017 19:38:57.750,-16,-11,-37,52
15.08.2017 19:38:58.000,5,-14,-277,55
15.08.2017 19:38:58.500,-9,-20,25,57
15.08.2017 19:38:58.750,-15,-6,-296,14
15.08.2017 19:38:59.000,4,-6,102,-16
15.08.2017 19:38:59.250,5,-1,86,17
15.08.2017 19:38:59.500,5,10,-301,6
15.08.2017 19:38:59.750,-4,-16,39,27
15.08.2017 19:39:00.000,4,22,104,15
15.08.2017 19:39:00.250,-6,-8,-248,3
15.08.2017 19:39:00.500,5,14,-50,14
15.08.2017 19:39:01.004,4,-4,-203,18
15.08.2017 19:39:01.254,5,-19,-175,23
15.08.2017 19:39:01.504,5,14,193,27
15.08.2017 19:39:01.754,-6,-22,-92,40
15.08.2017 19:39:02.004,-17,1,-235,39
15.08.2017 19:39:02.254,5,-6,176,35
15.08.2017 19:39:02.504,5,17,-41,22
15.08.2017 19:39:02.754,-5,-25,-276,24
15.08.2017 19:39:03.004,-8,19,109,30
15.08.2017 19:39:03.504,-8,-8,-329,34
15.08.2017 19:39:03.754,-15,-4,50,45
15.08.2017 19:39:04.004,-8,-27,109,78
15.08.2017 19:39:04.254,-6,-19,-258,37
15.08.2017 19:39:04.504,-6,-1,-46,29
15.08.2017 19:39:04.754,-4,8,144,34
15.08.2017 19:39:05.004,-20,-6,-213,20
15.08.2017 19:39:05.254,5,-6,-117,13
15.08.2017 19:39:05.504,16,23,207,16
15.08.2017 19:39:05.754,16,22,-179,17
15.08.2017 19:39:06.004,-4,-50,-193,42
15.08.2017 19:39:06.254,3,35,218,-1
15.08.2017 19:39:06.504,16,-21,-93,15
15.08.2017 19:39:06.754,6,2,-227,-3
15.08.2017 19:39:07.004,5,-12,160,14
15.08.2017 19:39:07.254,16,-24,-45,18
15.08.2017 19:39:07.504,-5,-1,-294,8
15.08.2017 19:39:07.754,-6,-27,137,44
15.08.2017 19:39:08.004,-18,-1,65,29
15.08.2017 19:39:08.254,-6,3,-291,26
15.08.2017 19:39:08.504,-5,1,58,29
15.08.2017 19:39:09.000,-12,20,-266,14
15.08.2017 19:39:09.250,-6,15,-19,35
15.08.2017 19:39:09.500,-17,-17,144,35
15.08.2017 19:39:09.750,-16,-5,-239,45
15.08.2017 19:39:10.000,4,-30,-131,57
15.08.2017 19:39:10.250,-5,-10,197,41
15.08.2017 19:39:10.500,-6,-8,-182,37
15.08.2017 19:39:10.750,-16,2,-157,5
15.08.2017 19:39:11.000,-6,-23,177,30
15.08.2017 19:39:11.250,5,-13,-134,6
15.08.2017 19:39:11.500,5,4,-215,14
15.08.2017 19:39:11.750,5,12,194,15
15.08.2017 19:39:12.000,5,29,-75,44
15.08.2017 19:39:12.250,5,1,-252,29
15.08.2017 19:39:12.500,-7,-22,181,25
15.08.2017 19:39:12.754,6,5,-35,5
15.08.2017 19:39:13.004,4,-3,-273,29
15.08.2017 19:39:13.254,16,-8,124,14
15.08.2017 19:39:13.504,-7,-23,11,3
15.08.2017 19:39:13.754,-4,29,-251,23
15.08.2017 19:39:14.004,4,-41,67,32
15.08.2017 19:39:14.254,16,-8,82,26
15.08.2017 19:39:14.504,5,18,-255,9
15.08.2017 19:39:14.754,-15,-14,-4,45
15.08.2017 19:39:15.004,-6,-4,147,20
15.08.2017 19:39:15.254,-17,22,-257,29
15.08.2017 19:39:15.504,-18,-1,-68,52
15.08.2017 19:39:15.754,-15,-14,155,35
15.08.2017 19:39:16.004,-20,-18,-202,68
15.08.2017 19:39:16.254,-16,-10,-156,51
15.08.2017 19:39:16.504,-4,11,170,22
15.08.2017 19:39:17.004,-8,-30,-236,20
15.08.2017 19:39:17.254,-6,-13,177,6
15.08.2017 19:39:17.504,5,-1,-69,8
15.08.2017 19:39:17.754,5,11,-262,19
15.08.2017 19:39:18.004,4,17,159,-5
15.08.2017 19:39:18.254,5,0,5,19
15.08.2017 19:39:18.504,-6,14,-281,37
15.08.2017 19:39:18.754,16,-28,116,4
15.08.2017 19:39:19.004,15,29,77,32
15.08.2017 19:39:19.254,-4,-12,-302,-9
15.08.2017 19:39:19.504,-10,-10,126,34
15.08.2017 19:39:19.754,5,2,88,17
15.08.2017 19:39:20.004,-6,-13,-311,41
15.08.2017 19:39:20.254,-6,-20,27,37
15.08.2017 19:39:20.504,16,-3,112,19
15.08.2017 19:39:20.754,-14,5,-239,47
15.08.2017 19:39:21.004,3,-5,-74,5
15.08.2017 19:39:21.254,-26,-8,162,27
15.08.2017 19:39:21.504,-6,-8,-204,25
15.08.2017 19:39:21.754,-6,-2,-145,30
15.08.2017 19:39:22.004,-6,-2,200,53
15.08.2017 19:39:22.254,-6,-12,-157,64
15.08.2017 19:39:22.504,-16,-20,-199,40
15.08.2017 19:39:22.754,5,4,180,48
15.08.2017 19:39:23.004,-7,-24,-102,15
15.08.2017 19:39:23.254,-6,-4,-266,32
15.08.2017 19:39:23.504,5,-1,164,-6
15.08.2017 19:39:23.754,5,-6,-32,25
15.08.2017 19:39:24.004,5,-2,-301,18
15.08.2017 19:39:24.254,-15,3,151,27
15.08.2017 19:39:24.504,4,-5,19,32
15.08.2017 19:39:24.758,6,-5,-291,-6
15.08.2017 19:39:25.008,15,-14,102,27
15.08.2017 19:39:25.258,5,-8,104,3
15.08.2017 19:39:25.508,5,1,-284,6
15.08.2017 19:39:25.758,-6,-20,-5,3
15.08.2017 19:39:26.008,-6,-14,158,20
15.08.2017 19:39:26.258,16,-2,-278,30
15.08.2017 19:39:26.508,-17,-1,-90,29
15.08.2017 19:39:26.758,6,-17,183,49
15.08.2017 19:39:27.008,-5,-27,-244,36
15.08.2017 19:39:27.258,-9,23,-149,14
15.08.2017 19:39:27.508,-30,-16,183,32
15.08.2017 19:39:27.758,-5,-2,-152,32
15.08.2017 19:39:28.008,-6,-24,-222,41
15.08.2017 19:39:28.258,-7,-24,196,63
15.08.2017 19:39:28.508,-16,-12,-79,41
15.08.2017 19:39:29.004,-8,-29,216,20
15.08.2017 19:39:29.254,5,1,-37,16
15.08.2017 19:39:29.504,5,11,-290,5
15.08.2017 19:39:30.004,3,23,34,-1
15.08.2017 19:39:30.254,5,3,-302,26
15.08.2017 19:39:30.504,-6,-3,57,31
15.08.2017 19:39:30.754,5,2,109,28
15.08.2017 19:39:31.004,15,-41,-283,44
15.08.2017 19:39:31.254,16,-8,-20,5
15.08.2017 19:39:31.504,16,0,123,7
15.08.2017 19:39:31.754,5,-4,-239,-1
15.08.2017 19:39:32.004,-8,-30,-62,8
15.08.2017 19:39:32.254,5,10,188,18
15.08.2017 19:39:32.504,5,3,-215,37
15.08.2017 19:39:32.754,-4,-32,-140,33
15.08.2017 19:39:33.004,4,50,224,11
15.08.2017 19:39:33.254,-17,0,-168,28
15.08.2017 19:39:33.504,-29,-23,-202,29
15.08.2017 19:39:33.754,-5,15,190,37
15.08.2017 19:39:34.004,-8,-41,-131,57
15.08.2017 19:39:34.254,-6,-10,-268,50
15.08.2017 19:39:34.504,-16,-11,176,52
15.08.2017 19:39:34.754,-13,18,-69,35
15.08.2017 19:39:35.004,-9,-40,-279,41
15.08.2017 19:39:35.254,-6,-14,169,20
15.08.2017 19:39:35.504,-6,-1,-2,5
15.08.2017 19:39:35.754,5,-17,-296,14
15.08.2017 19:39:36.004,5,36,135,1
15.08.2017 19:39:36.254,5,4,59,25
15.08.2017 19:39:36.504,5,-8,-292,26
15.08.2017 19:39:36.758,-5,-2,68,11
15.08.2017 19:39:37.008,4,-6,101,32
15.08.2017 19:39:37.258,5,-12,-290,5
15.08.2017 19:39:37.508,7,32,49,0
15.08.2017 19:39:38.008,5,-11,-263,14
15.08.2017 19:39:38.258,-6,-3,-66,19
15.08.2017 19:39:38.508,16,10,178,41
15.08.2017 19:39:39.008,15,41,-143,20
15.08.2017 19:39:39.258,-17,5,211,24
15.08.2017 19:39:39.508,-5,-12,-166,19
15.08.2017 19:39:39.758,-17,-8,-193,25
15.08.2017 19:39:40.008,-8,-29,181,56
15.08.2017 19:39:40.258,7,9,-111,14
15.08.2017 19:39:40.508,-21,-27,-243,77
15.08.2017 19:39:40.734,-5,-7,191,49
15.08.2017 19:39:40.984,-32,-17,-86,43
15.08.2017 19:39:41.234,-6,-18,-281,24
15.08.2017 19:39:41.484,5,20,168,19
15.08.2017 19:39:41.734,-5,-9,3,16
15.08.2017 19:39:41.984,5,21,-278,6
15.08.2017 19:39:42.234,-6,24,115,26
15.08.2017 19:39:42.484,5,1,68,29
15.08.2017 19:39:42.734,5,21,-279,18
15.08.2017 19:39:42.984,16,-5,60,32
15.08.2017 19:39:43.234,5,-11,140,16
15.08.2017 19:39:43.484,5,-7,-270,-10
15.08.2017 19:39:43.734,6,11,-20,-3
15.08.2017 19:39:43.984,3,-40,127,3
15.08.2017 19:39:44.234,-16,0,-209,19
15.08.2017 19:39:44.484,5,-8,-127,25
15.08.2017 19:39:44.758,6,-1,203,43
15.08.2017 19:39:45.008,4,13,-186,24
15.08.2017 19:39:45.258,-24,-15,-178,37
15.08.2017 19:39:45.508,-8,20,212,17
15.08.2017 19:39:45.758,-17,14,-115,49
15.08.2017 19:39:46.008,-6,8,-233,32
15.08.2017 19:39:46.258,-6,-14,189,41
15.08.2017 19:39:46.508,-6,-1,-46,41
15.08.2017 19:39:46.758,-4,8,-272,34
15.08.2017 19:39:47.008,-8,-30,159,44
15.08.2017 19:39:47.258,-6,3,16,37
15.08.2017 19:39:47.508,5,-5,-288,9
15.08.2017 19:39:47.758,6,-2,88,22
15.08.2017 19:39:48.008,-5,6,82,24
15.08.2017 19:39:48.258,3,14,-300,-4
15.08.2017 19:39:48.508,-6,13,-5,38
15.08.2017 19:39:49.109,15,23,-244,50
15.08.2017 19:39:49.359,5,15,-41,24
15.08.2017 19:39:49.609,5,-2,188,18
15.08.2017 19:39:49.859,5,14,-222,4
15.08.2017 19:39:50.109,-8,-18,-120,-5
15.08.2017 19:39:50.359,16,-8,202,2
15.08.2017 19:39:50.609,5,14,-169,26
15.08.2017 19:39:51.109,14,-6,199,13
15.08.2017 19:39:51.359,-5,-15,-86,24
15.08.2017 19:39:51.609,-6,10,-257,41
15.08.2017 19:39:51.859,-18,-2,177,30
15.08.2017 19:39:52.109,-6,-1,-13,29
15.08.2017 19:39:52.359,-6,-9,-291,38
15.08.2017 19:39:52.609,-18,-3,157,54
15.08.2017 19:39:52.754,-4,-3,-7,45
15.08.2017 19:39:53.004,-22,-20,-289,44
15.08.2017 19:39:53.254,-27,-10,79,40
15.08.2017 19:39:53.504,-5,-10,89,29
15.08.2017 19:39:53.754,5,3,-302,14
15.08.2017 19:39:54.004,4,11,-22,4
15.08.2017 19:39:54.254,5,10,146,8
15.08.2017 19:39:54.504,-6,-8,-258,14
