time,ch1,ch2,ch3,ch4
15.08.2017 19:59:22.114,-10,-60,-80,35
15.08.2017 19:59:22.364,-6,-2,188,18
15.08.2017 19:59:22.614,-6,11,-190,29
15.08.2017 19:59:22.864,-5,-18,-158,27
15.08.2017 19:59:23.114,-19,26,212,35
15.08.2017 19:59:23.364,-16,-14,-164,22
15.08.2017 19:59:23.614,-18,-16,-210,44
15.08.2017 19:59:23.864,-15,-3,174,33
15.08.2017 19:59:24.114,4,-17,-74,43
15.08.2017 19:59:24.364,-18,-26,-289,32
15.08.2017 19:59:24.614,7,18,167,14
15.08.2017 19:59:24.759,-18,-18,-29,22
15.08.2017 19:59:25.009,4,-28,-318,-5
15.08.2017 19:59:25.259,-6,-4,79,-4
15.08.2017 19:59:25.509,5,10,77,18
15.08.2017 19:59:25.759,5,-6,-265,37
15.08.2017 19:59:26.009,5,8,35,31
15.08.2017 19:59:26.259,5,-8,125,14
15.08.2017 19:59:26.509,-6,2,-257,27
15.08.2017 19:59:27.009,-9,-8,194,19
15.08.2017 19:59:27.259,5,0,-241,7
15.08.2017 19:59:27.509,5,-7,-95,36
15.08.2017 19:59:27.759,5,-1,190,41
15.08.2017 19:59:28.009,4,17,-190,32
15.08.2017 19:59:28.259,5,-10,-177,41
15.08.2017 19:59:28.509,-6,14,202,37
15.08.2017 19:59:28.868,-5,-5,-140,35
15.08.2017 19:59:29.118,4,17,-213,20
15.08.2017 19:59:29.368,-7,-17,218,57
15.08.2017 19:59:29.618,-4,0,-102,22
15.08.2017 19:59:29.868,4,-16,-248,67
15.08.2017 19:59:30.118,-6,-10,173,39
15.08.2017 19:59:30.368,-7,-28,-41,32
15.08.2017 19:59:30.618,-5,-32,-284,40
15.08.2017 19:59:30.868,-6,-31,104,3
15.08.2017 19:59:31.118,5,-32,-4,5
15.08.2017 19:59:31.368,-5,-17,-325,13
15.08.2017 19:59:31.618,5,-22,10,2
15.08.2017 19:59:31.868,-5,-47,71,24
15.08.2017 19:59:32.118,5,-24,-311,30
15.08.2017 19:59:32.618,3,-44,74,6
15.08.2017 19:59:32.739,-4,-46,-281,5
15.08.2017 19:59:32.989,4,-81,-116,36
15.08.2017 19:59:33.239,-6,-19,180,3
15.08.2017 19:59:33.489,5,43,-157,6
15.08.2017 19:59:33.739,5,118,-5,19
15.08.2017 19:59:33.989,5,133,320,41
15.08.2017 19:59:34.239,27,124,-61,14
15.08.2017 19:59:34.489,16,109,-99,7
15.08.2017 19:59:34.739,-5,98,302,17
15.08.2017 19:59:35.239,-9,83,-209,14
15.08.2017 19:59:35.489,-17,69,245,37
15.08.2017 19:59:35.739,-15,89,54,26
15.08.2017 19:59:35.989,-30,61,-208,70
15.08.2017 19:59:36.239,-19,69,229,74
15.08.2017 19:59:36.489,-6,69,135,59
15.08.2017 19:59:36.864,-23,83,-223,83
15.08.2017 19:59:37.114,-9,80,176,28
15.08.2017 19:59:37.364,-5,75,188,64
15.08.2017 19:59:37.614,-18,98,-200,19
15.08.2017 19:59:37.864,-16,67,67,28
15.08.2017 19:59:38.114,-8,52,218,32
15.08.2017 19:59:38.364,5,46,-158,15
15.08.2017 19:59:38.614,16,76,-59,-4
15.08.2017 19:59:38.864,27,58,254,-30
15.08.2017 19:59:39.114,27,17,-143,-16
15.08.2017 19:59:39.364,27,34,-148,-19
15.08.2017 19:59:39.614,16,43,230,-26
15.08.2017 19:59:39.864,-5,23,-60,-5
15.08.2017 19:59:40.114,6,38,-213,34
15.08.2017 19:59:40.364,4,26,248,11
15.08.2017 19:59:40.614,-7,56,-20,41
15.08.2017 19:59:40.755,-4,-28,-254,61
15.08.2017 19:59:41.005,-8,41,183,44
15.08.2017 19:59:41.255,-6,3,-5,49
15.08.2017 19:59:41.505,-18,-5,-300,44
15.08.2017 19:59:41.755,-15,8,131,44
15.08.2017 19:59:42.005,-8,-30,32,44
15.08.2017 19:59:42.255,-27,-11,-274,41
15.08.2017 19:59:42.505,-6,-1,43,29
15.08.2017 19:59:43.005,2,-29,-285,26
15.08.2017 19:59:43.255,-6,14,-50,14
15.08.2017 19:59:43.505,5,23,182,38
15.08.2017 19:59:43.755,5,1,-210,29
15.08.2017 19:59:44.005,-20,17,-120,57
15.08.2017 19:59:44.255,-5,15,211,48
15.08.2017 19:59:44.505,16,-2,-167,41
15.08.2017 19:59:44.759,6,18,-172,33
15.08.2017 19:59:45.009,4,-41,181,20
15.08.2017 19:59:45.259,16,-14,-110,-2
15.08.2017 19:59:45.509,27,3,-217,-14
15.08.2017 19:59:45.759,15,-40,167,-5
15.08.2017 19:59:46.009,27,-20,-60,-12
15.08.2017 19:59:46.259,27,14,-291,-20
15.08.2017 19:59:46.509,16,3,148,14
15.08.2017 19:59:46.759,-5,-10,26,-5
15.08.2017 19:59:47.009,-7,29,-288,32
15.08.2017 19:59:47.259,-17,-9,94,26
15.08.2017 19:59:47.509,-6,-7,92,36
15.08.2017 19:59:47.759,-5,10,-299,53
15.08.2017 19:59:48.009,-20,-18,43,93
15.08.2017 19:59:48.259,-29,-2,132,76
15.08.2017 19:59:48.509,-40,-23,-257,75
15.08.2017 19:59:48.735,-24,5,-56,59
15.08.2017 19:59:48.985,3,-26,138,14
15.08.2017 19:59:49.235,-16,-23,-208,31
15.08.2017 19:59:49.485,-6,-19,-182,2
15.08.2017 19:59:49.735,5,-18,178,14
15.08.2017 19:59:49.985,5,-4,-155,8
15.08.2017 19:59:50.235,5,-20,-225,26
15.08.2017 19:59:50.485,17,-43,155,14
15.08.2017 19:59:50.735,15,29,-96,20
15.08.2017 19:59:50.985,5,-14,-233,20
15.08.2017 19:59:51.235,-6,2,183,-8
15.08.2017 19:59:51.485,16,-16,-31,9
15.08.2017 19:59:51.735,6,19,-266,11
15.08.2017 19:59:51.985,27,5,113,20
15.08.2017 19:59:52.235,16,22,69,29
15.08.2017 19:59:52.485,16,-1,-267,29
15.08.2017 19:59:53.008,3,28,111,7
15.08.2017 19:59:53.258,-3,-32,-296,14
15.08.2017 19:59:53.508,3,18,23,-7
15.08.2017 19:59:53.758,-6,-33,152,28
15.08.2017 19:59:54.008,-6,-23,-278,41
15.08.2017 19:59:54.258,-16,-32,-91,52
15.08.2017 19:59:54.508,-7,-47,149,63
15.08.2017 19:59:54.758,-26,-18,-221,71
15.08.2017 19:59:55.008,-6,-12,-157,64
15.08.2017 19:59:55.258,-28,-19,179,36
15.08.2017 19:59:55.508,-41,-3,-155,42
15.08.2017 19:59:55.758,-15,-7,-221,38
15.08.2017 19:59:56.258,4,23,-91,38
15.08.2017 19:59:56.508,5,-8,-270,37
15.08.2017 19:59:56.860,27,6,155,2
15.08.2017 19:59:57.110,27,-18,20,-5
15.08.2017 19:59:57.360,16,0,-279,-41
15.08.2017 19:59:57.610,16,-19,104,-32
15.08.2017 19:59:57.860,16,-1,55,-23
15.08.2017 19:59:58.110,15,-6,-329,-29
15.08.2017 19:59:58.360,16,-8,44,27
15.08.2017 19:59:58.610,-6,-3,101,31
15.08.2017 19:59:58.860,5,-8,-280,37
15.08.2017 19:59:59.110,5,-8,-72,49
15.08.2017 19:59:59.360,-18,-16,161,44
15.08.2017 19:59:59.610,-17,-34,-190,52
15.08.2017 19:59:59.860,-26,-5,-181,35
